,name,birth_country
1181,The Maccabees,GB
1182,Liily,US
1183,Real Friends,US
1184,Bayside,US
1185,The Ting Tings,GB
1186,Pinegrove,US
1187,Joe Hertz,
1188,YACHT,
1189,Leeland,US
1190,Broken Social Scene,CA
1191,Metric,CA
1192,Injury Reserve,US
1193,Echo & the Bunnymen,GB
1194,Mndsgn,US
1195,Billy Lemos,
1196,Childish Major,
1197,Peach Tree Rascals,
1198,Spiderbait,AU
1199,The Flaming Lips,US
1200,Statik Selektah,US
1201,Theophilus London,US
1202,Sin Shake Sin,
1203,Sponge,US
1204,La Unión,ES
1205,Cults,US
1206,Zoé,MX
1207,Orgy,US
1208,Nilüfer Yanya,
1209,The Silent Comedy,US
1210,Placebo,GB
1211,BADBADNOTGOOD,CA
1212,Angel Olsen,US
1213,Britt Nicole,US
1214,Amerie,US
1215,VHS Collection,
1216,Pillar,US
1217,Cold,US
1218,El Tri,MX
1219,K. Roosevelt,
1220,The Gourds,US
1221,Flying Lotus,US
1222,Jay Prince,
1223,Bombay Bicycle Club,GB
1224,Blackalicious,US
1225,Mindless Self Indulgence,US
1226,Amon Amarth,SE
1227,Air,FR
1228,Cultura Profética,PR
1229,Fireflight,US
1230,Ben Lee,
1231,Erthlings,
1232,Slum Village,US
1233,The Shelters,
1234,L7,US
1235,Gungor,US
1236,The Cult,GB
1237,marcos g,
1238,Foxing,US
1239,Fever Ray,SE
1240,"Phillips, Craig & Dean",
1241,Klaxons,GB
1242,LION BABE,
1243,The Downtown Fiction,
1244,Inspector,MX
1245,Goodbye June,
1246,Killer Mike,US
1247,Two Another,
1248,Black Flag,US
1249,Microwave,
1250,Night Riots,US
1251,Morrissey,GB
1252,Monster Magnet,US
1253,KennyHoopla,
1254,Helmet,US
1255,Main Source,CA
1256,Sonic Youth,US
1257,Puscifer,US
1258,Franc Moody,
1259,Jeremy Riddle,US
1260,Elastica,GB
1261,Tigers Jaw,US
1262,The Church,AU
1263,Airways,
1264,Ta-ku,
1265,Four Year Strong,US
1266,Basement,GB
1267,Eryn Allen Kane,US
1268,Kemba,
1269,Sarah Jarosz,US
1270,Jarryd James,AU
1271,Andrés Calamaro,AR
1272,7eventh Time Down,US
1273,Chromeo,CA
1274,Born Without Bones,
1275,Cady Groves,US
1276,The Blue Stones,CA
1277,The Vines,AU
1278,The Kills,GB
1279,Jet Black Stare,CA
1280,Corey Taylor,US
1281,Deerhunter,US
1282,Bleeker,CA
1283,It Looks Sad.,
1284,Death Grips,US
1285,Elefante,MX
1286,The Dandy Warhols,US
1287,Billy Talent,CA
1288,Ben Folds Five,US
1289,Syd,US
1290,Gold Spectacles,
1291,American Football,US
1292,The Dangerous Summer,US
1293,Midnight Oil,AU
1294,Neon Indian,US
1295,Black Pistol Fire,
1296,The Handsome Family,US
1297,Jordan Rakei,
1298,In Flames,SE
1299,Biig Piig,GB
1300,serpentwithfeet,
1301,Little Dragon,SE
1302,Matt Hammitt,US
1303,Empress Of,US
1304,The Wonder Years,US
1305,Belly,US
1306,Hollyn,US
1307,RAC,US
1308,Leikeli47,US
1309,Nick Hakim,US
1310,Octavian,
1311,Machine Head,US
1312,Dead by April,SE
1313,Van William,US
1314,Royal Bliss,US
1315,Slick Rick,
1316,Jack White,
1317,Total Giovanni,
1318,Mat Kerekes,US
1319,The Sundays,GB
1320,The Sundays,GB
1321,Aesop Rock,US
1322,Elias Dummer,
1323,TOPS,CA
1324,Hawk Nelson,CA
1325,Jurassic 5,US
1326,The Knife,SE
1327,Mondo Cozmo,US
1328,Mastodon,US
1329,Jamie Grace,
1330,Black Moon,US
1331,Dan Black,GB
1332,Lori McKenna,US
1333,Dave Grohl,
1334,Kelela,US
1335,Clipse,US
1336,Eric B. & Rakim,US
1337,Uncle Tupelo,US
1338,Kaiit,
1339,PREP,
1340,Redlight King,CA
1341,ABRA,
1342,Peaches,
1343,Myles Cameron,
1344,Hot Mulligan,
1345,Artifacts,US
1346,The Amazons,
1347,Robert Ellis,
1348,Talib Kweli,US
1349,The Alchemist,US
1350,Eric Lau,GB
1351,(Sandy) Alex G,
1352,Royal Tailor,US
1353,New Life Worship,
1354,Hannah Kerr,
1355,The Bloody Beetroots,IT
1356,Elijah Blake,
1357,Cimafunk,CU
1358,Chromatics,US
1359,Kutless,US
1360,Ximena Sariñana,MX
1361,The Night Game,US
1362,Santi,
1363,Arlo Parks,
1364,Meat Puppets,US
1365,June Marieezy,PH
1366,The Stooges,US
1367,Saint Asonia,CA
1368,Tiny Moving Parts,US
1369,Pretty Vicious,GB
1370,Los Prisioneros,CL
1371,Zion I,US
1372,Dead Posey,
1373,Busdriver,US
1374,Yo La Tengo,
1375,Hiatus Kaiyote,AU
1376,Bloodhound Gang,US
1377,La Ley,CL
1378,Manafest,CA
1379,NONONO,SE
1380,Rayana Jay,
1381,Demon Hunter,US
1382,VanJess,
1383,No Resolve,
1384,Knuckle Puck,
1385,Elujay,
1386,PLYA,
1387,Cavo,US
1388,Meshuggah,SE
1389,Kasabian,GB
1390,Sarah Reeves,
1391,Arrested Youth,
1392,Pete Rock,US
1393,Bay Faction,
1394,Suicidal Tendencies,US
1395,Aleks Syntek,MX
1396,RAIGN,
1397,Jerry Cantrell,
1398,Anthem Lights,
1399,Ayelle,
1400,Ghostland Observatory,US
1401,Decyfer Down,US
1402,Belmont,
1403,The Beta Band,GB
1404,The Pale White,
1405,Matthew Dear,US
1406,Oddisee,US
1407,Family Force 5,
1408,Chairlift,
1409,Anthrax,US
1410,Trent Tomlinson,US
1411,Tucker Beathard,
1412,Lauren Jenkins,
1413,LOCASH,US
1414,Brandy Clark,
1415,Junior Brown,US
1416,Steve Moakler,US
1417,Michael Peterson,US
1418,Damien Jurado,US
1419,Josh Thompson,US
1420,Mariya Stokes,
1421,Buffalo Springfield,US
1422,Ryan Follese,US
1423,Andy Gibb,AU
1424,Hellbound Glory,
1425,Rob Baird,
1426,Christina Taylor,
1427,Patsy Cline,US
1428,The Damn Quails,US
1429,The Swon Brothers,US
1430,Dillon Carmichael,
1431,C.W. McCall,US
1432,Peter Frampton,GB
1433,Ambrosia,US
1434,Blaze Ya Dead Homie,US
1435,The Wreckers,US
1436,Logan Brill,
1437,Bukshot,
1438,Middle Brother,US
1439,Crystal Shawanda,CA
1440,Kitty Wells,US
1441,Lacy J. Dalton,US
1442,Jack Ingram,US
1443,Krystal Keith,
1444,Ray Stevens,US
1445,Waterloo Revival,
1446,Jason Boland,
1447,American Young,
1448,Stoney LaRue,US
1449,Jeff Bates,US
1450,Corb Lund,CA
1451,Twang and Round,US
1452,Jennifer Nettles,US
1453,Shotgun Shane,
1454,Greg Brown,US
1455,April Wine,
1456,John Conlee,US
1457,The Felice Brothers,US
1458,Marty Stuart,US
1459,Jaida Dreyer,
1460,Krizz Kaliko,US
1461,Amanda Shires,US
1462,Black Mountain Whiskey Rebellion,
1463,Buddy Miller,US
1464,Highway 101,US
1465,Sam Palladio,
1466,Katie Noel,
1467,Jimmy LaFave,US
1468,Adam Carroll,US
1469,Dan Seals,US
1470,Billy Dean,US
1471,Gregg Allman,US
1472,"Blood, Sweat & Tears",US
1473,Paul Thorn,US
1474,Roger Creager,US
1475,Neko Case,US
1476,Humble Pie,GB
1477,Wynn Stewart,US
1478,Steve Holy,US
1479,Clare Dunn,US
1480,Dan Fogelberg,US
1481,Redneck Social Club,
1482,Iris DeMent,US
1483,Christie Lamb,AU
1484,Liquid Assassin,US
1485,Lee Gantt,US
1486,Deborah Allen,US
1487,Brett Kissel,CA
1488,The Bottle Rockets,US
1489,Chris Thomas King,US
1490,Cyndi Thomson,US
1491,Hank Snow,US
1492,Mickey Gilley,US
1493,Josh Phillips,GB
1494,Jason Crabb,
1495,Julie Roberts,US
1496,Rosie Flores,US
1497,Harry Chapin,US
1498,Doc Watson,US
1499,Tim Buckley,US
1500,Sophia Scott,
1501,The Collingsworth Family,US
1502,Ashton Shepherd,US
1503,Ryan Kinder,
1504,Clayton Anderson,NZ
1505,Andy Velo,
1506,Owen Temple,US
1507,Roy Clark,US
1508,Edens Edge,US
1509,Okkervil River,US
1510,Mickey Newbury,US
1511,Sun Kil Moon,US
1512,Madeline Merlo,CA
1513,Webb Pierce,US
1514,Jim Ed Brown,US
1515,Brewer & Shipley,US
1516,George Ducas,US
1517,John Hiatt,US
1518,John Hiatt,US
1519,Corey Cox,
1520,The Be Good Tanyas,CA
1521,Sonny James,US
1522,CJ Solar,
1523,Steve Goodman,US
1524,Hunter Phelps,
1525,Paul Overstreet,US
1526,Pure Prairie League,US
1527,Lee Roy Parnell,US
1528,John Hammond,US
1529,George Hamilton IV,US
1530,Runaway June,US
1531,Matt Stillwell,
1532,Endless Summer,CA
1533,Potluck,
1534,Drew Parker,
1535,Bleu Edmondson,
1536,Bucky Covington,US
1537,Caitlin & Will,
1538,The Great Divide,US
1539,Del Reeves,US
1540,Lorne Greene,CA
1541,Johnny Lee,US
1542,Ben Rue,US
1543,The Edgar Winter Group,US
1544,The Dirty River Boys,
1545,Aaron Pritchett,CA
1546,Randy Rogers,
1547,Chuck Prophet,US
1548,Sarah Ross,US
1549,Jerry Lee Lewis,US
1550,Dan + Shay,US
1551,Chet Atkins,US
1552,Max Stalling,US
1553,Billy Gilman,US
1554,Lynn Anderson,US
1555,Poco,US
1556,Alexander King,US
1557,Tim Hicks,
1558,The Farm,GB
1559,Barbara Mandrell,US
1560,Wayne Hancock,US
1561,High Dive Heart,
1562,Bryan White,US
1563,Michael Hurley,
1564,Jerry Jeff Walker,US
1565,Firefall,US
1566,Ward Thomas,
1567,Charlie Worsham,
1568,Paul Eason,
1569,Black Oak Arkansas,US
1570,Brian Free,
1571,Hudson Moore,US
1572,Gunnar & The Grizzly Boys,US
1573,Connie Smith,US
1574,Kristy Lee Cook,US
1575,Jordan Rager,
1576,Ward Davis,US
1577,Tom Russell,US
1578,Futurebirds,
1579,Leon Russell,US
1580,Jason Eady,US
1581,Gabby Barrett,US
1582,Tyler Hammond,
1583,Dave Dudley,US
1584,A.A. Bondy,US
1585,John Gurney,
1586,Ryan Beaver,US
1587,Jackie Greene,US
1588,Son Volt,US
1589,Claude King,US
1590,Crucifix,US
1591,Brandon Jenkins,US
1592,Bobby Pinson,US
1593,Conor Oberst,US
1594,Ariana Grande,US
1595,Halsey,US
1596,benny blanco,US
1597,Lauv,US
1598,Ava Max,US
1599,Alec Benjamin,US
1600,Lady Gaga,US
1601,Jonas Brothers,US
1602,The Chainsmokers,US
1603,Bazzi,US
1604,DJ Snake,FR
1605,Mark Ronson,GB
1606,Bebe Rexha,US
1607,King Princess,US
1608,Hailee Steinfeld,US
1609,Calvin Harris,GB
1610,5 Seconds of Summer,AU
1611,Kehlani,US
1612,Bruno Mars,US
1613,Selena Gomez,US
1614,Sia,AU
1615,Camila Cabello,US
1616,Miley Cyrus,
1617,Zedd,DE
1618,Shawn Mendes,CA
1619,Julia Michaels,US
1620,David Guetta,FR
1621,Dua Lipa,GB
1622,Mabel,
1623,P!nk,US
1624,Galantis,SE
1625,Lennon Stella,CA
1626,Whitney Houston,US
1627,Taylor Swift,US
1628,NOTD,SE
1629,Luis Fonsi,PR
1630,Tiësto,NL
1631,Justin Timberlake,US
1632,Sabrina Carpenter,US
1633,Backstreet Boys,US
1634,Jeremy Zucker,
1635,Train,US
1636,Quincy Mumford,
1637,IAMDDB,
1638,Emphatic,US
1639,Le Tigre,US
1640,Che Ecru,US
1641,Nai Palm,AU
1642,Devour the Day,US
1643,Apollo Brown,
1644,Marcus Marr,GB
1645,Twin Wild,
1646,La Dispute,US
1647,DIIV,US
1648,The Menzingers,US
1649,Teddybears,SE
1650,Young Guns,GB
1651,Kaiser Chiefs,GB
1652,Kevin Garrett,US
1653,Los Cafres,AR
1654,King Geedorah,US
1655,Dirtwire,US
1656,Abhi//Dijon,US
1657,Moses Sumney,
1658,Pulp,GB
1659,Sudan Archives,
1660,Wolf Alice,GB
1661,Molotov,MX
1662,slowthai,GB
1663,DevilDriver,US
1664,Black Grapefruit,
1665,emawk,
1666,Touch Sensitive,
1667,The Mars Volta,US
1668,Seasons After,
1669,The Exies,US
1670,Amilli,DE
1671,The Chemical Brothers,GB
1672,Jorge Drexler,UY
1673,Tift Merritt,US
1674,Acceptance,US
1675,Hot Chip,GB
1676,Parquet Courts,US
1677,Love & The Outcome,CA
1678,Scott Stapp,US
1679,The Jesus and Mary Chain,GB
1680,The Decemberists,US
1681,The Donkeys,US
1682,Adema,US
1683,DJ Premier,US
1684,Submersed,US
1685,Stabbing Westward,US
1686,Wild Nothing,US
1687,Joe Goddard,GB
1688,The Beatnuts,US
1689,XTC,GB
1690,Mœnia,MX
1691,The Mountain Goats,US
1692,Plumb,US
1693,Plumb,US
1694,Monsieur Periné,
1695,David Draiman,US
1696,Brother Ali,US
1697,Colton Dixon,US
1698,Coal Chamber,US
1699,Future Leaders of the World,US
1700,Deltron 3030,US
1701,O Rappa,BR
1702,The Brian Jonestown Massacre,US
1703,The Modern Lovers,US
1704,Caloncho,
1705,The Faim,
1706,Buzzcocks,GB
1707,Downstait,
1708,Primal Scream,GB
1709,Fenech-Soler,GB
1710,Mr Slipz,
1711,Warbly Jets,
1712,Animal Collective,US
1713,Mushroomhead,US
1714,Tall Black Guy,US
1715,Georgia,
1716,Hablot Brown,
1717,Odunsi (The Engine),
1718,Ibeyi,FR
1719,Reignwolf,US
1720,Westerman,
1721,Christy Nockels,US
1722,Bibi Bourelly,
1723,Trophy Eyes,
1724,Soul Coughing,US
1725,Hüsker Dü,US
1726,Large Professor,US
1727,Soulfly,
1728,J. Rawls,US
1729,The Almost,US
1730,Showbiz & A.G.,US
1731,Janine,US
1732,Malibu Ken,US
1733,Avatar,SE
1734,Björk,IS
1735,Mount Kimbie,GB
1736,Prong,US
1737,Jay Wile,
1738,Cass McCombs,US
1739,Kari Faux,
1740,Richard Thompson,GB
1741,Nicole C. Mullen,US
1742,Moderat,DE
1743,Cocteau Twins,GB
1744,HÆLOS,GB
1745,Emily King,US
1746,JMSN,US
1747,Seaway,
1748,Iris Temple,
1749,Andrew Peterson,US
1750,Kilo Kish,US
1751,Lauren O'Connell,
1752,The Sugarcubes,IS
1753,Ty Segall,US
1754,Fear Factory,
1755,Chelou,
1756,Rarity,
1757,Los Auténticos Decadentes,AR
1758,Bad Brains,US
1759,Radiant Children,
1760,Capstan,
1761,Miguel Mateos,AR
1762,Planetshakers,AU
1763,Jay Electronica,US
1764,Patty Griffin,US
1765,Penguin Prison,GB
1766,9th Wonder,US
1767,The Dead Milkmen,US
1768,Brass Against,US
1769,Diamond D,
1770,Lower Than Atlantis,GB
1771,AZ,
1772,Hurt,US
1773,Shagabond,
1774,Pharoahe Monch,US
1775,Elliott Smith,US
1776,Smash Into Pieces,SE
1777,BRIDGE,JP
1778,Everything Is Recorded,GB
1779,The Walkmen,US
1780,JJ Heller,US
1781,Small Black,US
1782,Downplay,
1783,Vilma Palma e Vampiros,AR
1784,Melvins,US
1785,Adia Victoria,
1786,Spooky Black,US
1787,Kllo,
1788,Helado Negro,
1789,Black Milk,US
1790,Balcony,
1791,DEVO,US
1792,The Stone Foxes,
1793,Clutch,US
1794,Miranda!,AR
1795,Ruen Brothers,GB
1796,Title Fight,US
1797,Onra,FR
1798,Jadu Heart,GB
1799,Sango,
1800,Audio Adrenaline,US
1801,The Veils,GB
1802,Clap Your Hands Say Yeah,US
1803,Kyuss,US
1804,Miami Horror,AU
1805,Motopony,US
1806,The Black Ghosts,GB
1807,G Flip,AU
1808,Audrey Assad,US
1809,Papercut Massacre,
1810,The Cramps,US
1811,The Union Underground,US
1812,The Damned,GB
1813,City Harbor,
1814,Underworld,GB
1815,Sleigh Bells,US
1816,John Maus,US
1817,Rawayana,VE
1818,Battleme,US
1819,James Yuill,GB
1820,"Slaughter Beach, Dog",
1821,Trash Boat,GB
1822,Samiyam,US
1823,NSTASIA,
1824,Fangclub,
1825,duendita,
1826,Jean Deaux,US
1827,Yellow House,ZA
1828,Control Machete,MX
1829,The Blancos,
1830,Appleby,
1831,Kindness,GB
1832,Purple Mountains,
1833,Joyce Wrice,US
1834,Tone Stith,US
1835,Parisalexa,
1836,Brand Nubian,
1837,O.C.,US
1838,O.C.,US
1839,Super Whatevr,
1840,The Wannadies,SE
1841,Transit,US
1842,Blu,US
1843,Moderatto,MX
1844,Skindred,GB
1845,Republican Hair,
1846,Elaquent,
1847,Noah Gundersen,US
1848,Steve Forbert,US
1849,Handsome Boy Modeling School,US
1850,Moka Only,CA
1851,Milkavelli,
1852,Stellar Revival,
1853,Patrick Paige II,
1854,The Swellers,US
1855,Matthew Mole,ZA
1856,Vicentico,AR
1857,Cleo Sol,GB
1858,Bernard Fanning,AU
1859,The Royal Concept,SE
1860,Ezra Collective,
1861,Bishop Nehru,US
1862,Erick Sermon,US
1863,Jeff Rosenstock,US
1864,In Her Own Words,
1865,Quasimoto,
1866,The Hotelier,
1867,Madlib,US
1868,Red Fang,US
1869,Shiny Toy Guns,US
1870,Disciple,US
1871,Strata,US
1872,Memory of a Melody,US
1873,Spineshank,US
1874,Opeth,SE
1875,Bodyjar,AU
1876,Have Mercy,
1877,I'm Glad It's You,
1878,Otep,US
1879,Alex Cameron,AU
1880,MED,US
1881,Jungle Brothers,US
1882,FM Static,
1883,Brian the Sun,JP
1884,Elle Varner,US
1885,Lyrics Born,US
1886,Living Legends,US
1887,Audra Mae,US
1888,Bakar,FR
1889,Stitched Up Heart,US
1890,Fivefold,
1891,Man Overboard,US
1892,Dilated Peoples,US
1893,Milo,US
1894,Leon Thomas,US
1895,Röyksopp,NO
1896,Los Amigos Invisibles,VE
1897,Jawbreaker,US
1898,Diana Gordon,US
1899,Basement Jaxx,GB
1900,Spiritualized,GB
1901,Ministry,US
1902,Crystal Fighters,GB
1903,Millie Turner,
1904,Gustavo Cerati,AR
1905,Fobia,MX
1906,Device,US
1907,Aeris Roves,
1908,El Gran Silencio,MX
1909,Orbital,GB
1910,Grandaddy,US
1911,Ezra Furman,US
1912,Silvio Rodríguez,CU
1913,Silvio Rodríguez,CU
1914,TeaMarrr,
1915,Kankick,US
1916,Angels Fall,
1917,Siouxsie and the Banshees,GB
1918,The Obsessives,
1919,Mark Schultz,US
1920,Oh No,US
1921,Slowdive,GB
1922,Black Kids,US
1923,TYuS,
1924,Overscene,
1925,Pet Symmetry,US
1926,Cut Copy,AU
1927,Shy Girls,
1928,Ivy Sole,
1929,Hop Along,
1930,Orishas,
1931,Nakala,
1932,Roosevelt,DE
1933,Bauhaus,GB
1934,Viktor Vaughn,US
1935,Slaid Cleaves,US
1936,Chris August,US
1937,Refs,
1938,Bob Schneider,US
1939,Type O Negative,US
1940,Lou Val,
1941,Texas Hippie Coalition,US
1942,John Frusciante,
1943,Caribou,CA
1944,Knxwledge,US
1945,Teenage Wrist,
1946,Los Pericos,AR
1947,John Moreland,US
1948,Gravediggaz,US
1949,Survive Said The Prophet,JP
1950,Cuca,MX
1951,Pip Millett,
1952,Marietta,US
1953,Gondwana,CL
1954,Lola Kirke,
1955,Group Home,US
1956,Ana Tijoux,CL
1957,Digitalism,DE
1958,Poets of the Fall,FI
1959,RIMON,NL
1960,Television,US
1961,Emerson Leif,AU
1962,Arch Enemy,SE
1963,Lansdowne,US
1964,Angel Du$t,
1965,Njomza,
1966,Lila Downs,MX
1967,Michael Cera Palin,
1968,The Dead Weather,US
1969,Big Spring,
1970,Camilo Séptimo,MX
1971,My Bloody Valentine,IE
1972,Belanova,MX
1973,Royal Tusk,CA
1974,Deepfield,US
1975,Mary Gauthier,US
1976,Crash Kings,US
1977,Open Mike Eagle,
1978,Raphaella,GB
1979,Yeasayer,US
1980,Mt. Eddy,
1981,Macaco,ES
1982,Tim Hughes,GB
1983,Twelve Foot Ninja,AU
1984,Within Reason,US
1985,Joomanji,
1986,Sepultura,BR
1987,McClenney,
1988,!!!,US
1989,Goldroom,US
1990,Jimmy Needham,US
1991,Moonchild,IT
1992,The Getaway Plan,AU
1993,Bebe,ES
1994,Naji,
1995,X,US
1996,Sylo Nozra,CA
1997,Gripin,TR
1998,Editors,GB
1999,Aranda,US
2000,CSS,BR
2001,The Magnetic Fields,US
2002,Broadcast,
2003,Marmozets,GB
2004,Glassjaw,US
2005,Al James,
2006,Moloko,GB
2007,Valley Queen,
2008,Gossip,US
2009,Aterciopelados,CO
2010,Carousel Kings,
2011,Kaia Kater,
2012,Superchick,US
2013,Culture Abuse,
2014,Devin Townsend Project,CA
2015,Stereoside,
2016,Joy Crookes,GB
2017,De La Soul,US
2018,Stereolab,GB
2019,The Smithereens,US
2020,Morphine,US
2021,Flaw,US
2022,Rains,
2023,Celldweller,US
2024,Baroness,US
2025,Liam Payne,GB
2026,Charlie Puth,US
2027,Macklemore & Ryan Lewis,
2028,Shakira,CO
2029,Rita Ora,GB
2030,Christina Perri,US
2031,Robin Schulz,DE
2032,ITZY,KR
2033,Jonas Blue,GB
2034,Akon,SN
2035,DNCE,US
2036,Avicii,SE
2037,Maggie Lindemann,US
2038,Mike Posner,US
2039,Nicki Minaj,
2040,Steve Aoki,US
2041,Spice Girls,GB
2042,Alessia Cara,CA
2043,Noah Cyrus,US
2044,Niall Horan,IE
2045,Ansel Elgort,US
2046,Shaggy,JM
2047,Normani,US
2048,ZAYN,GB
2049,James Arthur,GB
2050,Gym Class Heroes,US
2051,Dexys Midnight Runners,GB
2052,Iyaz,VG
2053,Gryffin,
2054,Meghan Trainor,US
2055,M.I.A.,GB
2056,Conan Gray,
2057,*NSYNC,US
2058,Kesha,US
2059,Clean Bandit,GB
2060,Jack & Jack,US
2061,Ruel,AU
2062,OneRepublic,US
2063,Lizzo,US
2064,Troye Sivan,AU
2065,One Direction,GB
2066,Justin Bieber,CA
2067,Harry Styles,GB
2068,Sean Paul,JM
2069,Sean Paul,JM
2070,Rudimental,GB
2071,Ciara,
2072,Cascada,DE
2073,Fergie,
2074,PRETTYMUCH,US
2075,Gwen Stefani,
2076,Seeb,
2077,Avril Lavigne,CA
2078,Flo Rida,US
2079,Katy Perry,US
2080,MKTO,US
2081,Nelly,US
2082,Lorde,NZ
2083,Little Mix,GB
2084,Jess Glynne,GB
2085,Eurythmics,GB
2086,Snakehips,GB
2087,Lana Del Rey,US
2088,The Clash,GB
2089,Pitbull,US
2090,Flume,AU
2091,Cyndi Lauper,US
2092,Sean Kingston,JM
2093,Prince Royce,US
2094,Taio Cruz,GB
2095,Jessie J,GB
2096,James TW,
2097,Kiiara,US
2098,The Police,GB
2099,Alesso,SE
2100,Blackstreet,US
2101,Aphex Twin,
2102,Sigala,GB
2103,Chelsea Cutler,
2104,Wisin,PR
2105,Leona Lewis,GB
2106,T.I.,US
2107,Daya,US
2108,Rick Springfield,AU
2109,Pharrell Williams,US
2110,Cheat Codes,
2111,Britney Spears,US
2112,Wham!,GB
2113,Charlotte Lawrence,US
2114,Natasha Bedingfield,GB
2115,OMI,JM
2116,Colbie Caillat,US
2117,George Michael,GB
2118,Major Lazer,
2119,Louis Tomlinson,GB
2120,Hot Chelle Rae,US
2121,The Wanted,GB
2122,Ashanti,US
2123,JoJo,US
2124,JoJo,US
2125,Nelly Furtado,CA
2126,Zendaya,US
2127,Sara Bareilles,US
2128,Soft Cell,GB
2129,The Vamps,GB
2130,Sasha Sloan,US
2131,Far East Movement,US
2132,Kid Ink,US
2133,Niykee Heaton,
2134,Céline Dion,CA
2135,Cassie,US
2136,Cher,US
2137,Loote,
2138,Nico & Vinz,NO
2139,Cashmere Cat,
2140,Phoebe Ryan,
2141,Cash Cash,US
2142,Melanie Martinez,US
2143,Andy Grammer,US
2144,Pia Mia,US
2145,Hayley Kiyoko,US
2146,Jay Sean,GB
2147,Lost Kings,US
2148,JP Cooper,GB
2149,Enrique Iglesias,ES
2150,Mandy Moore,US
2151,Hannah Montana,US
2152,Marc E. Bassy,
2153,Selena Gomez & The Scene,US
2154,No Doubt,US
2155,Haddaway,DE
2156,Ivy Adara,
2157,Fat Joe,US
2158,Timbaland,US
2159,Rick Astley,GB
2160,Thalía,MX
2161,Carly Rae Jepsen,CA
2162,LMFAO,US
2163,3OH!3,US
2164,Years & Years,GB
2165,Starship,US
2166,Cameron Dallas,
2167,Apink,KR
2168,Jordin Sparks,US
2169,The Cure,GB
2170,Jesse McCartney,US
2171,Ja Rule,
2172,Swedish House Mafia,SE
2173,Carlos Vives,CO
2174,Ginuwine,US
2175,Belinda Carlisle,US
2176,Keyshia Cole,US
2177,David Archuleta,US
2178,Tori Kelly,US
2179,INXS,AU
2180,Big Time Rush,US
2181,Jax Jones,GB
2182,Matoma,NO
2183,The Pussycat Dolls,US
2184,Jamie Foxx,US
2185,Lloyd,US
2186,Ying Yang Twins,US
2187,SHY Martin,SE
2188,Aqua,DK
2189,Will Smith,US
2190,Simple Minds,GB
2191,JVG,FI
2192,Missy Elliott,US
2193,KREAM,NO
2194,Eiffel 65,IT
2195,Culture Club,GB
2196,Lil Jon,US
2197,Bridgit Mendler,US
2198,MØ,DK
2199,Stafford Brothers,
2200,Ace of Base,SE
2201,Robin Thicke,US
2202,Fantasia,US
2203,Astrid S,NO
2204,gnash,US
2205,The Human League,GB
2206,Fine Young Cannibals,GB
2207,Madonna,US
2208,Baby Bash,US
2209,Bea Miller,US
2210,Steve Winwood,GB
2211,Crowded House,AU
2212,Pnau,AU
2213,Pnau,AU
2214,Cheap Trick,US
2215,Kevin Rudolf,US
2216,Alexandra Stan,RO
2217,David Bowie,GB
2218,David Bowie,GB
2219,Savage Garden,AU
2220,Ella Vos,
2221,Kelly Rowland,US
2222,Olivia Holt,
2223,Hey Violet,
2224,R3HAB,NL
2225,Timmy Trumpet,AU
2226,Ricky Martin,PR
2227,High School Musical Cast,
2228,Martin Jensen,DK
2229,Victorious Cast,
2230,J. Holiday,US
2231,The Smiths,GB
2232,Natalie Imbruglia,AU
2233,The Cardigans,SE
2234,Bananarama,GB
2235,Aly & AJ,US
2236,Mike Perry,
2237,Austin Mahone,US
2238,MIKA,GB
2239,Rednex,SE
2240,Alex & Sierra,
2241,Westlife,IE
2242,The Romantics,US
2243,Robyn,SE
2244,Ray J,US
2245,Nina Nesbitt,GB
2246,DVBBS,CA
2247,Lily Allen,GB
2248,Talking Heads,US
2249,Juanes,CO
2250,Brian McKnight,US
2251,Kim Petras,US
2252,Cody Simpson,AU
2253,Omarion,US
2254,Pretty Ricky,
2255,Lou Reed,US
2256,Cupid,
2257,Tevin Campbell,US
2258,Ludacris,US
2259,will.i.am,US
2260,Sigrid,NO
2261,Vengaboys,NL
2262,Oliver Heldens,NL
2263,Berlin,US
2264,Next,US
2265,Diddy,US
2266,SWV,US
2267,Alphaville,DE
2268,Blondie,US
2269,Keith Sweat,
2270,Bleachers,
2271,VÉRITÉ,
2272,Cutting Crew,GB
2273,112,US
2274,Cobra Starship,US
2275,PSY,KR
2276,Pat Benatar,
2277,Cher Lloyd,GB
2278,Aaliyah,US
2279,Birdy,GB
2280,Dillon Francis,US
2281,Sister Sledge,US
2282,Tamia,CA
2283,Greyson Chance,US
2284,Depeche Mode,GB
2285,Deorro,
2286,B2K,US
2287,Wrabel,US
2288,Dimitri Vegas & Like Mike,BE
2289,2NE1,KR
2290,Felix Jaehn,DE
2291,Broods,
2292,Michelle Branch,US
2293,Duke Dumont,GB
2294,Pet Shop Boys,GB
2295,Don Diablo,NL
2296,Jamiroquai,GB
2297,Scissor Sisters,US
2298,The Pretty Reckless,US
2299,Carlos Baute,VE
2300,Spandau Ballet,GB
2301,T. Rex,GB
2302,Chaka Khan,US
2303,Bibio,
2304,Jaheim,US
2305,Bassjackers,NL
2306,Billy Idol,GB
2307,Adam Lambert,US
2308,Foals,GB
2309,Borgeous,US
2310,Hanson,US
2311,Betty Who,
2312,Paula Abdul,US
